batch_id,product_id,organism,site,fermenter,start_date,raw_material_lot,supplier,planned_volume_L,production_status,estimated_batch_cost_usd,temperature_C_avg,pH_avg,dissolved_oxygen_pct_avg,agitation_rpm_avg,airflow_vvm_avg,feed_rate_L_hr_avg,fermentation_time_hr,inoculum_age_hr,substrate_concentration_g_L,yield_pct,deviation_flag,sample_id,enzyme_activity_U_mL,protein_concentration_mg_mL,purity_pct,hplc_main_peak_pct,qc_status,analytical_method,instrument_id,analyst,predicted_quality_risk,anomaly_flag
B2026-0246,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-08-04,RM-2655,Supplier_A,4000,Released,51156.0,29.83,6.24,31.09,419.4,1.21,3.18,61.9,15.9,48.5,84.6,0,S00246,848.3,12.29,92.56,91.94,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.002,0
B2026-0247,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-08-06,RM-9617,Supplier_A,4000,Quality Review,54523.0,30.07,6.28,23.9,507.5,1.29,2.38,73.6,24.1,44.1,88.67,1,S00247,826.0,11.55,93.67,93.26,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,0.894,0
B2026-0248,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-03-24,RM-3535,Supplier_A,5000,Released,54110.0,30.06,5.5,33.01,428.8,1.27,3.03,80.8,21.9,40.2,86.04,0,S00248,810.0,11.98,92.56,93.71,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0249,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-06-27,RM-4417,Supplier_B,5000,Released,59261.0,30.79,6.58,27.33,418.5,1.15,3.4,79.1,14.7,44.7,77.85,0,S00249,810.3,10.94,94.27,94.88,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.018,0
B2026-0250,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-06-08,RM-4828,Supplier_A,5000,Released,59465.0,29.75,6.15,27.77,383.7,1.27,3.91,80.2,24.8,41.6,86.86,0,S00250,889.1,15.09,94.06,93.81,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.002,0
B2026-0251,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-07-24,RM-9952,Supplier_A,4000,Released,46329.0,30.25,6.14,36.85,452.0,1.6,2.98,67.4,28.9,42.1,89.34,0,S00251,836.9,12.37,94.37,94.58,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.024,0
B2026-0252,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-07-15,RM-3257,Supplier_A,4000,Quality Review,53551.0,29.31,5.81,21.29,446.2,1.15,4.31,76.1,24.0,45.9,81.38,1,S00252,760.1,13.34,94.77,94.88,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.996,0
B2026-0253,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-05-19,RM-9754,Supplier_A,4000,Released,46489.0,30.32,5.72,40.38,420.8,1.28,3.02,68.8,25.7,37.6,89.54,0,S00253,841.6,11.8,95.34,93.42,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.0,0
B2026-0254,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-03-28,RM-4122,Supplier_C,4000,Quality Review,50776.0,30.0,5.73,20.82,376.6,1.43,3.02,73.0,20.3,42.2,91.33,1,S00254,920.6,11.13,95.05,94.42,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,1.0,0
B2026-0255,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-05-18,RM-3566,Supplier_A,4000,Quality Review,54092.0,29.48,5.94,26.7,427.1,1.41,4.25,66.3,13.4,40.1,83.18,1,S00255,765.2,12.2,91.61,91.58,Hold,HPLC-ENZ-204,HPLC-01,Analyst_B,0.72,0
B2026-0256,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-03-12,RM-6743,Supplier_A,5000,Released,29843.0,29.83,6.29,47.38,416.2,1.2,3.52,69.1,12.6,32.5,85.03,0,S00256,843.8,13.93,92.67,92.42,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.02,0
B2026-0257,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-03-18,RM-7243,Supplier_A,4000,Released,67673.0,29.87,5.86,41.02,346.7,0.77,3.1,69.0,21.0,36.5,86.77,0,S00257,878.0,11.82,92.47,92.65,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.006,0
B2026-0258,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-05-14,RM-4104,Supplier_A,3000,Released,55682.0,29.81,5.48,32.78,339.1,1.29,3.31,76.0,17.6,51.4,86.59,0,S00258,838.6,11.37,94.53,95.32,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0259,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-05-06,RM-2206,Supplier_B,4000,Quality Review,48128.0,31.24,6.09,24.48,451.1,0.8,4.14,75.6,16.3,44.3,79.94,1,S00259,824.8,12.7,93.2,92.97,Hold,HPLC-ENZ-204,HPLC-02,Analyst_D,0.904,1
B2026-0260,ENZ-AN-001,Aspergillus niger,Rochester,F-03,2026-05-08,RM-4564,Supplier_A,4000,Quality Review,64528.0,29.93,6.12,27.77,276.9,1.46,4.21,73.2,19.7,34.1,86.19,1,S00260,825.1,13.15,91.95,91.21,Hold,HPLC-ENZ-204,HPLC-03,Analyst_A,0.816,0
B2026-0261,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-03-26,RM-5863,Supplier_A,5000,Released,49742.0,29.83,6.03,32.59,431.3,1.23,2.95,65.9,22.5,32.8,87.89,0,S00261,845.4,14.64,93.56,93.79,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.0,0
B2026-0262,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-04-01,RM-1360,Supplier_A,4000,Released,52861.0,28.53,6.06,32.3,393.7,1.38,3.38,70.6,14.2,41.3,76.92,0,S00262,706.8,12.96,90.9,90.67,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.002,0
B2026-0263,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-01-03,RM-1707,Supplier_C,4000,Released,48834.0,29.37,5.71,31.27,492.0,1.04,3.45,68.6,18.2,51.4,82.49,0,S00263,849.5,13.34,93.19,93.08,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.0,0
B2026-0264,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-05-13,RM-9260,Supplier_B,4000,Released,62738.0,29.82,5.47,31.75,392.9,0.92,2.86,75.9,26.0,40.9,89.78,0,S00264,838.4,13.44,91.99,91.79,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,0
B2026-0265,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-05-07,RM-1322,Supplier_B,4000,Released,51318.0,29.52,5.5,30.28,456.3,1.25,3.37,77.3,15.7,49.8,80.35,0,S00265,799.0,11.0,93.67,95.24,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.0,0
B2026-0266,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-07-25,RM-4661,Supplier_B,3000,Quality Review,52972.0,30.97,5.23,20.46,398.2,1.19,3.4,76.8,23.5,44.1,76.39,1,S00266,742.5,11.25,93.09,91.52,Hold,HPLC-ENZ-204,HPLC-01,Analyst_A,0.982,0
B2026-0267,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-04-21,RM-7874,Supplier_B,5000,Released,59825.0,29.88,5.88,27.87,426.3,1.11,4.03,68.6,18.1,44.8,87.55,0,S00267,804.3,11.09,96.04,95.77,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.004,0
B2026-0268,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-04-13,RM-3952,Supplier_A,5000,Released,55803.0,30.9,5.77,39.32,460.5,1.22,4.06,59.7,22.2,34.0,83.43,0,S00268,785.2,10.77,94.36,94.36,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.114,0
B2026-0269,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-01-15,RM-5452,Supplier_A,4000,Quality Review,51647.0,30.04,5.65,21.05,394.6,1.7,3.22,64.0,24.4,47.6,88.49,1,S00269,922.9,13.53,93.34,92.8,Hold,HPLC-ENZ-204,HPLC-03,Analyst_A,0.994,0
B2026-0270,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-02-13,RM-1778,Supplier_B,4000,Released,59218.0,30.03,4.77,30.48,474.8,1.35,3.28,78.4,23.0,40.0,82.82,0,S00270,815.9,12.88,94.26,94.89,Released,HPLC-ENZ-204,HPLC-03,Analyst_C,0.012,0
B2026-0271,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-03-16,RM-8149,Supplier_A,3000,Released,68500.0,29.94,5.36,25.44,365.3,1.39,3.77,70.2,23.6,47.2,86.57,0,S00271,797.0,12.6,91.98,92.55,Released,HPLC-ENZ-204,HPLC-02,Analyst_D,0.004,0
B2026-0272,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-03-24,RM-6707,Supplier_C,4000,Released,54063.0,30.0,6.19,32.89,436.2,1.35,3.08,68.6,15.4,37.1,84.8,0,S00272,839.3,9.13,92.33,92.29,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.0,0
B2026-0273,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-03-21,RM-8664,Supplier_A,4000,Released,52759.0,31.2,5.57,28.89,470.7,1.47,3.72,79.4,24.5,43.1,77.96,0,S00273,754.0,15.17,93.2,93.01,Released,HPLC-ENZ-204,HPLC-02,Analyst_B,0.684,0
B2026-0274,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-03-28,RM-8773,Supplier_B,5000,Released,53109.0,28.38,5.93,43.82,456.3,1.17,3.35,77.7,16.6,44.1,77.42,0,S00274,910.9,11.34,90.15,90.07,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.0,0
B2026-0275,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-06-19,RM-4156,Supplier_C,3000,Released,60518.0,28.6,5.31,36.05,525.4,0.83,2.87,72.1,21.0,41.1,80.52,0,S00275,797.8,15.17,93.01,92.93,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.004,1
B2026-0276,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-01-29,RM-1370,Supplier_B,5000,Quality Review,48105.0,29.62,6.3,21.51,378.0,1.17,2.87,70.7,21.0,44.4,86.65,1,S00276,826.0,10.62,92.44,92.39,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.998,0
B2026-0277,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-03-15,RM-4116,Supplier_C,4000,Released,50191.0,30.01,5.75,37.37,344.1,1.35,4.2,71.4,21.9,40.4,87.33,0,S00277,913.5,11.44,93.85,93.72,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.326,0
B2026-0278,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-02-05,RM-2307,Supplier_B,4000,Released,42007.0,30.48,5.9,25.8,365.3,1.03,3.31,73.0,21.3,38.1,76.78,0,S00278,666.6,9.64,91.38,91.56,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.012,0
B2026-0279,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-03-09,RM-5799,Supplier_C,4000,Released,44305.0,30.33,6.61,27.38,456.3,1.17,4.3,79.2,16.6,51.6,80.15,0,S00279,785.6,12.97,93.52,94.05,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.21,1
B2026-0280,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-05-31,RM-2317,Supplier_A,4000,Released,48634.0,29.73,6.33,34.51,447.4,1.08,3.12,73.9,14.6,48.3,91.99,0,S00280,983.6,11.07,94.22,93.36,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.0,0
B2026-0281,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-01-11,RM-9296,Supplier_A,4000,Released,51636.0,30.71,5.69,28.07,425.6,1.47,3.56,75.3,23.5,37.4,88.52,0,S00281,855.8,11.11,95.53,94.8,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.024,0
B2026-0282,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-03-16,RM-6419,Supplier_B,5000,Quality Review,63499.0,30.72,5.59,39.14,358.2,1.33,4.72,77.3,20.7,45.4,78.28,1,S00282,685.7,10.72,92.84,91.61,Hold,HPLC-ENZ-204,HPLC-02,Analyst_B,0.946,0
B2026-0283,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-01-06,RM-3277,Supplier_A,4000,Released,55484.0,30.13,5.69,25.8,462.2,1.32,2.82,66.7,24.6,37.5,88.89,0,S00283,846.6,13.51,92.97,93.57,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.014,0
B2026-0284,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-07-30,RM-9290,Supplier_A,3000,Released,46071.0,30.67,5.98,27.05,352.6,1.31,2.36,75.4,19.8,34.9,83.19,0,S00284,875.7,13.42,93.02,93.2,Released,HPLC-ENZ-204,HPLC-03,Analyst_D,0.004,0
B2026-0285,ENZ-AN-001,Aspergillus niger,Rochester,F-02,2026-06-09,RM-7926,Supplier_C,4000,Released,47268.0,30.19,5.76,26.75,483.7,1.19,4.11,70.7,14.4,48.2,80.64,0,S00285,803.0,14.86,91.45,91.8,Released,HPLC-ENZ-204,HPLC-02,Analyst_D,0.014,0
B2026-0286,ENZ-AN-001,Aspergillus niger,Wilmington,F-04,2026-02-23,RM-4939,Supplier_B,4000,Released,60936.0,29.61,5.66,27.47,577.2,1.24,2.95,60.7,23.9,31.8,80.99,0,S00286,751.7,11.61,93.59,92.59,Released,HPLC-ENZ-204,HPLC-03,Analyst_A,0.0,1
B2026-0287,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-02-13,RM-2318,Supplier_A,4000,Released,59323.0,30.49,6.31,40.79,440.2,0.99,3.39,62.4,18.5,47.6,85.97,0,S00287,805.9,12.78,94.3,95.55,Released,HPLC-ENZ-204,HPLC-02,Analyst_A,0.002,0
B2026-0288,ENZ-AN-001,Aspergillus niger,Wilmington,F-01,2026-01-22,RM-4093,Supplier_A,4000,Released,52183.0,30.08,5.76,37.03,452.1,0.81,3.08,67.4,21.4,40.5,84.71,0,S00288,799.6,10.82,96.43,96.01,Released,HPLC-ENZ-204,HPLC-01,Analyst_C,0.0,0
B2026-0289,ENZ-AN-001,Aspergillus niger,Rochester,F-01,2026-04-15,RM-6255,Supplier_A,3000,Released,49124.0,30.0,6.6,45.68,392.9,1.23,3.55,74.4,17.4,40.7,83.77,0,S00289,832.1,12.06,92.63,92.75,Released,HPLC-ENZ-204,HPLC-01,Analyst_A,0.0,0
B2026-0290,ENZ-AN-001,Aspergillus niger,Wilmington,F-03,2026-06-15,RM-7891,Supplier_A,4000,Released,59312.0,31.03,5.83,50.14,320.4,1.26,2.88,72.5,26.6,44.5,82.84,0,S00290,867.2,11.83,92.96,93.56,Released,HPLC-ENZ-204,HPLC-02,Analyst_C,0.126,0
B2026-0291,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-05-09,RM-3357,Supplier_C,5000,Quality Review,45543.0,28.28,6.42,23.75,386.9,1.42,3.3,72.8,16.5,45.5,75.04,1,S00291,780.3,13.1,91.81,91.12,Hold,HPLC-ENZ-204,HPLC-02,Analyst_D,0.97,0
B2026-0292,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-07-13,RM-7682,Supplier_A,5000,Released,54548.0,29.01,5.93,32.56,359.9,1.48,3.65,80.8,18.7,37.0,84.58,0,S00292,844.1,13.82,93.71,93.33,Released,HPLC-ENZ-204,HPLC-03,Analyst_B,0.016,0
B2026-0293,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-01,2026-03-17,RM-3545,Supplier_A,3000,Quality Review,66772.0,29.17,6.14,22.59,340.4,1.48,2.85,66.3,20.4,46.3,79.02,1,S00293,710.8,13.79,93.36,93.49,Hold,HPLC-ENZ-204,HPLC-03,Analyst_B,0.992,0
B2026-0294,ENZ-AN-001,Aspergillus niger,Wilmington,F-02,2026-03-03,RM-3220,Supplier_B,4000,Released,53335.0,29.75,5.55,25.78,514.7,1.02,3.01,71.9,15.6,42.7,85.99,0,S00294,777.1,11.4,93.53,95.53,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.014,0
B2026-0295,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-04-16,RM-5022,Supplier_A,4000,Released,46959.0,29.82,5.5,26.96,435.0,1.14,3.21,73.4,21.3,34.5,83.15,0,S00295,833.9,13.8,94.62,94.83,Released,HPLC-ENZ-204,HPLC-01,Analyst_B,0.0,0
B2026-0296,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-02-14,RM-2447,Supplier_A,3000,Quality Review,54667.0,28.94,5.96,23.54,440.9,1.29,2.61,68.7,26.4,41.0,84.99,1,S00296,766.9,12.44,92.76,93.88,Hold,HPLC-ENZ-204,HPLC-01,Analyst_A,0.98,0
B2026-0297,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-03,2026-08-03,RM-4641,Supplier_B,4000,Quality Review,48945.0,29.31,6.15,23.58,403.0,1.66,3.17,72.1,18.0,50.3,74.14,1,S00297,714.2,12.08,93.6,94.44,Hold,HPLC-ENZ-204,HPLC-01,Analyst_A,0.756,0
B2026-0298,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-04,2026-02-10,RM-4219,Supplier_B,3000,Released,42938.0,29.4,5.81,30.85,410.5,1.47,3.47,64.8,21.6,52.1,78.12,0,S00298,775.8,11.58,93.46,93.72,Released,HPLC-ENZ-204,HPLC-01,Analyst_D,0.01,0
B2026-0299,ENZ-AN-001,Aspergillus niger,Cedar Rapids,F-02,2026-04-16,RM-3520,Supplier_C,3000,Quality Review,56557.0,31.72,5.35,22.27,473.1,1.4,3.18,78.3,10.0,46.3,75.15,1,S00299,682.7,11.77,92.5,91.81,Hold,HPLC-ENZ-204,HPLC-01,Analyst_D,0.922,1
B2026-0300,ENZ-AN-001,Aspergillus niger,Rochester,F-04,2026-04-25,RM-7979,Supplier_B,4000,Quality Review,59266.0,31.26,5.32,38.74,418.2,1.13,3.25,68.9,19.8,34.9,83.08,1,S00300,763.1,14.77,92.93,93.67,Hold,HPLC-ENZ-204,HPLC-02,Analyst_A,0.918,0
