batch_id,hour,pH,temperature_C,dissolved_oxygen_pct,feed_rate_L_hr,biomass_g_L
B2026-0111,66,5.8,29.03,10.07,4.19,36.06
B2026-0111,72,5.88,28.89,11.49,4.46,35.89
B2026-0112,0,6.07,30.28,50.64,1.25,6.35
B2026-0112,6,6.04,30.29,42.26,1.16,12.2
B2026-0112,12,5.92,30.43,42.98,1.51,18.39
B2026-0112,18,6.02,30.22,44.92,1.81,24.95
B2026-0112,24,5.96,30.31,39.04,1.97,26.8
B2026-0112,30,5.88,30.2,43.13,2.22,27.76
B2026-0112,36,5.8,30.6,40.59,2.56,29.24
B2026-0112,42,5.74,30.21,38.05,2.63,31.26
B2026-0112,48,5.72,30.19,35.74,3.0,30.58
B2026-0112,54,5.72,30.52,34.15,3.02,34.84
B2026-0112,60,5.6,30.31,30.85,3.08,33.67
B2026-0112,66,5.54,30.31,33.58,3.74,34.35
B2026-0112,72,5.63,30.37,29.0,3.5,36.87
B2026-0113,0,6.5,30.53,56.59,1.42,4.47
B2026-0113,6,6.65,30.55,52.91,1.75,12.94
B2026-0113,12,6.47,30.5,53.83,1.92,19.77
B2026-0113,18,6.43,30.33,51.26,2.56,25.06
B2026-0113,24,6.36,30.32,48.29,2.51,26.66
B2026-0113,30,6.47,30.07,47.55,3.0,29.58
B2026-0113,36,6.26,30.11,43.26,3.46,29.33
B2026-0113,42,6.25,30.64,42.97,3.63,33.59
B2026-0113,48,6.3,30.12,41.42,3.92,35.74
B2026-0113,54,6.15,30.25,42.11,4.25,34.48
B2026-0113,60,6.1,30.24,40.11,4.62,33.54
B2026-0113,66,6.11,30.17,41.83,4.78,35.82
B2026-0113,72,6.07,30.34,33.52,4.8,36.31
B2026-0114,0,5.39,28.96,42.28,0.91,5.59
B2026-0114,6,5.45,28.84,44.54,1.24,12.61
B2026-0114,12,5.42,28.86,44.09,1.45,19.06
B2026-0114,18,5.35,28.97,39.83,1.77,25.47
B2026-0114,24,5.3,28.35,39.32,1.82,26.78
B2026-0114,30,5.22,28.97,38.21,1.96,31.39
B2026-0114,36,5.19,29.01,36.26,2.33,32.34
B2026-0114,42,5.09,29.08,34.04,2.61,33.64
B2026-0114,48,5.02,29.28,27.91,2.65,31.8
B2026-0114,54,5.13,28.97,28.94,2.74,32.39
B2026-0114,60,4.96,28.88,27.44,3.0,34.48
B2026-0114,66,4.87,28.68,27.98,3.22,35.3
B2026-0114,72,4.92,29.16,27.77,3.67,39.08
B2026-0115,0,5.34,29.83,50.39,1.29,3.89
B2026-0115,6,5.45,30.12,47.43,1.4,12.49
B2026-0115,12,5.41,30.09,46.66,1.77,18.79
B2026-0115,18,5.39,30.02,43.38,1.97,24.2
B2026-0115,24,5.23,30.36,47.92,2.1,29.06
B2026-0115,30,5.09,30.32,40.77,2.52,27.7
B2026-0115,36,5.19,30.04,40.47,2.86,30.64
B2026-0115,42,5.28,30.1,42.3,2.68,31.56
B2026-0115,48,5.08,30.39,38.11,2.86,30.88
B2026-0115,54,5.01,30.3,37.76,3.31,32.63
B2026-0115,60,5.07,29.99,35.48,3.62,33.48
B2026-0115,66,5.01,30.18,33.98,3.65,35.13
B2026-0115,72,5.01,30.21,32.6,4.03,35.77
B2026-0116,0,6.43,30.34,42.02,0.99,4.42
B2026-0116,6,6.36,30.45,39.14,1.32,13.56
B2026-0116,12,6.35,30.42,39.89,1.66,20.03
B2026-0116,18,6.39,30.72,36.79,1.82,21.45
B2026-0116,24,6.27,30.68,34.75,1.67,28.13
B2026-0116,30,6.28,30.47,34.44,2.39,28.12
B2026-0116,36,6.25,30.32,30.76,2.52,29.57
B2026-0116,42,6.16,30.71,31.79,2.85,29.45
B2026-0116,48,6.02,30.54,27.64,2.93,35.7
B2026-0116,54,6.06,30.6,28.1,3.22,37.34
B2026-0116,60,5.96,30.42,22.66,3.62,35.1
B2026-0116,66,5.94,30.39,25.73,3.71,36.32
B2026-0116,72,5.92,30.59,21.98,3.81,34.22
B2026-0117,0,6.1,30.34,46.57,1.29,5.0
B2026-0117,6,6.12,30.49,45.25,1.56,14.96
B2026-0117,12,6.08,30.32,43.43,1.48,17.39
B2026-0117,18,5.97,30.25,39.63,1.67,23.82
B2026-0117,24,6.0,30.44,42.74,2.12,25.78
B2026-0117,30,6.0,30.26,36.65,2.18,28.45
B2026-0117,36,5.91,30.38,36.57,2.73,31.82
B2026-0117,42,5.9,30.22,31.89,2.66,30.94
B2026-0117,48,5.68,30.11,35.58,3.0,32.28
B2026-0117,54,5.82,29.97,31.36,3.33,33.27
B2026-0117,60,5.65,30.2,31.77,3.43,31.77
B2026-0117,66,5.85,30.07,27.14,3.5,32.65
B2026-0117,72,5.64,30.36,28.63,3.8,32.92
B2026-0118,0,6.27,30.52,33.51,1.2,3.83
B2026-0118,6,6.2,30.42,33.59,1.66,13.06
B2026-0118,12,6.15,30.48,28.55,1.7,19.75
B2026-0118,18,6.09,30.58,28.32,1.72,24.12
B2026-0118,24,6.09,30.59,28.36,2.04,26.12
B2026-0118,30,6.03,30.5,26.08,2.32,29.01
B2026-0118,36,6.05,30.34,28.49,2.59,29.11
B2026-0118,42,5.96,30.56,21.25,2.55,30.44
B2026-0118,48,5.94,30.18,17.47,3.01,32.51
B2026-0118,54,5.82,30.37,15.84,3.23,32.25
B2026-0118,60,5.79,30.49,16.69,3.31,30.91
B2026-0118,66,5.8,30.45,14.58,3.49,34.23
B2026-0118,72,5.77,30.46,17.31,3.92,34.27
B2026-0119,0,5.73,29.02,27.34,1.37,2.65
B2026-0119,6,5.65,29.2,26.28,1.4,10.23
B2026-0119,12,5.47,29.33,24.7,1.6,19.61
B2026-0119,18,5.5,28.97,20.61,1.73,20.44
B2026-0119,24,5.42,29.17,18.94,2.2,28.26
B2026-0119,30,5.48,28.97,19.59,2.31,30.95
B2026-0119,36,5.55,29.23,13.44,2.54,30.81
B2026-0119,42,5.42,28.76,12.68,2.98,31.16
B2026-0119,48,5.26,28.85,15.36,2.96,33.21
B2026-0119,54,5.25,28.76,15.84,3.33,32.96
B2026-0119,60,5.24,29.24,12.59,3.65,33.02
B2026-0119,66,5.23,29.08,8.73,3.74,33.33
B2026-0119,72,5.21,28.82,9.39,4.02,34.13
B2026-0120,0,6.17,30.18,52.2,1.42,4.88
B2026-0120,6,6.07,30.14,51.59,1.54,15.08
B2026-0120,12,6.08,30.23,48.51,1.96,18.17
B2026-0120,18,5.98,30.35,49.57,1.83,23.36
B2026-0120,24,5.98,30.18,47.53,2.17,22.58
B2026-0120,30,5.88,30.27,39.18,2.54,26.26
B2026-0120,36,5.88,30.53,43.61,2.89,32.06
B2026-0120,42,5.85,30.2,44.31,3.21,32.43
B2026-0120,48,5.8,30.18,42.71,3.37,34.69
B2026-0120,54,5.7,30.45,40.24,3.56,34.22
B2026-0120,60,5.69,30.24,36.74,3.91,35.31
B2026-0120,66,5.71,30.06,33.99,4.22,34.72
B2026-0120,72,5.6,30.47,36.17,4.37,33.35
B2026-0121,0,6.84,29.74,40.63,1.57,4.05
B2026-0121,6,6.85,29.91,36.65,1.78,13.68
B2026-0121,12,6.8,29.67,33.6,1.97,18.02
B2026-0121,18,6.64,29.89,34.06,2.13,23.23
B2026-0121,24,6.67,29.82,29.62,2.4,27.61
B2026-0121,30,6.55,29.75,29.55,2.83,29.52
B2026-0121,36,6.7,29.55,30.37,2.82,32.9
B2026-0121,42,6.44,30.15,26.26,3.55,33.62
B2026-0121,48,6.49,29.73,23.78,3.77,32.21
B2026-0121,54,6.43,29.87,22.08,3.91,33.62
B2026-0121,60,6.4,29.71,25.36,4.2,33.35
B2026-0121,66,6.38,29.86,18.64,4.56,34.59
B2026-0121,72,6.24,30.06,22.04,4.69,32.75
B2026-0122,0,6.45,29.45,45.08,1.13,6.43
B2026-0122,6,6.35,29.65,43.31,1.38,13.2
B2026-0122,12,6.42,29.58,36.67,1.47,19.96
B2026-0122,18,6.34,29.82,37.06,1.7,20.07
B2026-0122,24,6.44,29.74,36.3,2.13,24.68
B2026-0122,30,6.18,29.92,35.76,2.23,27.3
B2026-0122,36,6.16,29.61,36.95,2.53,29.02
B2026-0122,42,6.14,29.7,28.71,2.82,33.81
B2026-0122,48,6.11,29.54,28.63,2.8,32.65
B2026-0122,54,6.08,29.53,31.99,3.32,30.77
B2026-0122,60,5.92,29.51,29.67,3.56,36.33
B2026-0122,66,5.98,29.63,22.44,3.72,33.91
B2026-0122,72,5.92,29.9,23.1,4.07,32.05
B2026-0123,0,6.37,30.55,36.32,1.45,3.25
B2026-0123,6,6.22,30.74,31.9,1.52,12.86
B2026-0123,12,6.12,30.82,33.15,1.85,19.99
B2026-0123,18,5.96,30.52,30.73,2.25,23.9
B2026-0123,24,6.13,30.74,27.6,2.36,27.44
B2026-0123,30,5.97,30.84,24.77,2.67,30.25
B2026-0123,36,5.94,30.53,25.26,2.98,30.05
B2026-0123,42,5.85,30.78,24.62,3.26,33.13
B2026-0123,48,6.01,30.78,20.79,3.46,32.01
B2026-0123,54,5.81,30.4,20.09,3.72,33.36
B2026-0123,60,5.73,30.38,23.3,3.95,32.66
B2026-0123,66,5.78,30.94,18.73,3.83,38.19
B2026-0123,72,5.6,30.58,13.64,4.34,34.86
B2026-0124,0,5.87,31.02,37.01,0.95,1.91
B2026-0124,6,5.95,30.98,31.95,1.11,13.57
B2026-0124,12,5.95,30.88,29.7,1.47,17.64
B2026-0124,18,5.88,31.26,29.85,1.51,24.18
B2026-0124,24,5.82,31.01,29.34,1.94,26.88
B2026-0124,30,5.78,31.35,29.2,2.16,29.34
B2026-0124,36,5.69,31.2,25.51,2.19,30.44
B2026-0124,42,5.65,31.19,25.0,2.48,31.93
B2026-0124,48,5.62,30.72,19.23,2.57,31.51
B2026-0124,54,5.64,31.16,20.21,3.03,32.28
B2026-0124,60,5.57,31.03,21.07,3.08,34.09
B2026-0124,66,5.44,30.9,19.5,3.02,36.22
B2026-0124,72,5.53,30.92,14.06,3.69,36.55
B2026-0125,0,6.0,31.28,43.32,1.35,2.99
B2026-0125,6,5.97,31.53,42.83,1.47,10.74
B2026-0125,12,5.94,31.14,41.94,1.65,20.12
B2026-0125,18,5.82,31.26,39.18,2.31,23.85
B2026-0125,24,5.96,31.34,41.13,2.33,27.35
B2026-0125,30,5.88,31.39,37.75,2.57,28.91
B2026-0125,36,5.83,31.46,33.92,2.78,29.45
B2026-0125,42,5.77,31.12,35.16,3.19,31.18
B2026-0125,48,5.77,31.04,35.26,3.41,29.74
B2026-0125,54,5.73,31.4,29.5,3.51,31.1
B2026-0125,60,5.74,31.12,26.25,3.92,31.44
B2026-0125,66,5.49,31.41,28.12,4.09,34.24
B2026-0125,72,5.49,31.25,24.09,4.32,33.52
B2026-0126,0,5.36,31.08,41.7,0.93,2.21
B2026-0126,6,5.35,31.24,36.52,1.22,12.92
B2026-0126,12,5.31,30.85,39.31,1.5,20.35
B2026-0126,18,5.32,31.05,38.58,1.8,27.08
B2026-0126,24,5.31,30.82,35.52,1.92,29.71
B2026-0126,30,5.14,31.0,30.88,2.1,28.82
B2026-0126,36,5.18,30.71,32.25,2.26,31.03
B2026-0126,42,5.23,30.86,29.76,2.45,32.29
B2026-0126,48,5.2,30.93,26.36,2.86,32.38
B2026-0126,54,4.93,30.81,23.42,2.62,32.91
B2026-0126,60,4.98,31.1,25.59,3.1,32.55
B2026-0126,66,5.0,31.13,23.54,3.28,32.31
B2026-0126,72,4.97,31.19,21.81,3.36,34.19
B2026-0127,0,6.21,29.87,50.32,1.43,5.51
B2026-0127,6,6.22,29.79,46.44,1.6,12.51
B2026-0127,12,6.26,30.22,47.53,1.95,17.04
B2026-0127,18,6.13,29.8,47.53,2.01,24.17
B2026-0127,24,6.02,29.92,44.02,2.59,26.74
B2026-0127,30,6.08,29.82,41.6,2.85,29.64
B2026-0127,36,5.96,29.88,41.56,2.87,29.39
B2026-0127,42,5.98,29.86,35.03,3.43,30.34
B2026-0127,48,5.89,29.83,35.76,3.43,33.92
B2026-0127,54,5.87,30.07,33.56,4.06,30.6
B2026-0127,60,5.73,30.19,34.14,4.11,34.54
B2026-0127,66,5.82,29.97,29.68,4.43,35.2
B2026-0127,72,5.83,30.19,30.68,4.45,37.09
B2026-0128,0,6.38,30.3,49.11,1.56,5.15
B2026-0128,6,6.42,30.32,46.41,1.9,11.63
B2026-0128,12,6.35,30.23,50.14,2.2,15.9
B2026-0128,18,6.4,30.31,44.61,2.49,22.18
B2026-0128,24,6.4,30.25,39.81,2.89,28.64
B2026-0128,30,6.25,30.11,39.72,3.04,31.43
B2026-0128,36,6.19,30.0,40.89,3.48,30.13
B2026-0128,42,6.09,30.09,40.71,3.8,32.71
B2026-0128,48,6.13,30.3,36.02,4.05,34.59
B2026-0128,54,6.16,30.06,34.95,4.49,36.28
B2026-0128,60,6.14,30.13,36.34,4.7,35.46
B2026-0128,66,6.03,30.06,33.3,5.12,34.18
B2026-0128,72,5.93,30.01,31.99,5.33,33.05
B2026-0129,0,5.58,30.56,47.45,1.17,1.38
B2026-0129,6,5.64,30.54,44.78,1.09,14.33
B2026-0129,12,5.55,30.57,47.13,1.71,19.38
B2026-0129,18,5.46,30.47,44.66,2.0,23.44
B2026-0129,24,5.52,30.59,42.99,2.34,29.31
B2026-0129,30,5.49,30.42,45.03,2.27,28.8
B2026-0129,36,5.22,30.59,36.9,2.55,29.06
B2026-0129,42,5.41,30.62,42.04,2.6,34.32
B2026-0129,48,5.16,30.57,34.64,2.89,32.07
B2026-0129,54,5.17,30.35,33.43,3.18,35.2
B2026-0129,60,5.2,30.71,29.78,3.34,34.96
B2026-0129,66,5.16,30.41,33.02,3.55,33.04
B2026-0129,72,5.13,30.54,28.52,3.77,32.83
B2026-0130,0,5.89,30.25,48.4,0.88,4.77
B2026-0130,6,5.84,29.84,44.47,0.83,11.66
B2026-0130,12,5.89,30.23,49.17,0.97,21.48
B2026-0130,18,5.89,30.05,44.11,1.36,23.51
B2026-0130,24,5.74,29.99,36.86,1.36,25.76
B2026-0130,30,5.65,30.15,37.09,1.6,29.87
B2026-0130,36,5.64,30.08,36.03,1.74,31.09
B2026-0130,42,5.64,30.16,35.54,1.61,33.43
B2026-0130,48,5.63,30.0,36.06,2.09,34.55
B2026-0130,54,5.51,29.86,31.02,2.05,35.65
B2026-0130,60,5.46,30.0,30.84,2.17,33.88
B2026-0130,66,5.38,30.25,30.2,2.67,32.45
B2026-0130,72,5.51,30.29,28.09,2.48,33.05
B2026-0131,0,5.69,30.09,58.66,0.89,7.44
B2026-0131,6,5.69,30.1,55.79,1.26,12.25
B2026-0131,12,5.66,30.09,57.07,1.52,20.14
B2026-0131,18,5.62,30.13,53.39,1.82,24.08
B2026-0131,24,5.57,30.06,52.07,1.91,26.74
B2026-0131,30,5.5,30.21,52.36,2.33,28.24
B2026-0131,36,5.53,29.81,50.78,2.15,29.33
B2026-0131,42,5.47,30.0,46.02,2.47,33.09
B2026-0131,48,5.36,30.08,45.2,2.84,34.12
B2026-0131,54,5.26,30.25,43.15,2.97,32.05
B2026-0131,60,5.35,30.47,43.04,3.1,33.55
B2026-0131,66,5.2,30.31,41.83,3.23,32.68
B2026-0131,72,5.25,30.23,37.32,3.7,34.29
B2026-0132,0,5.76,30.51,40.96,1.26,2.9
B2026-0132,6,5.83,30.61,34.29,1.81,14.31
B2026-0132,12,5.75,30.48,33.38,2.0,17.12
B2026-0132,18,5.77,30.83,32.24,2.29,25.37
B2026-0132,24,5.76,30.81,27.65,2.48,27.58
B2026-0132,30,5.57,30.84,32.8,2.69,28.9
B2026-0132,36,5.52,30.55,27.51,3.17,29.47
B2026-0132,42,5.36,30.34,24.32,3.25,32.27
B2026-0132,48,5.41,30.39,22.93,3.47,32.01
B2026-0132,54,5.4,30.68,21.23,3.83,32.64
B2026-0132,60,5.44,30.55,23.73,4.01,33.82
B2026-0132,66,5.32,30.39,19.91,4.63,32.93
B2026-0132,72,5.3,30.38,15.54,4.59,33.76
B2026-0133,0,6.14,29.92,42.26,1.22,4.75
B2026-0133,6,6.05,29.91,44.56,1.45,13.3
B2026-0133,12,5.99,30.09,43.13,1.8,20.77
B2026-0133,18,6.02,29.87,43.56,2.26,22.56
B2026-0133,24,6.0,30.12,39.07,2.36,28.0
B2026-0133,30,5.93,30.02,37.63,2.39,27.66
B2026-0133,36,5.88,30.1,37.98,2.87,31.46
B2026-0133,42,5.9,30.0,35.29,3.08,29.89
B2026-0133,48,5.79,29.8,35.11,3.47,29.59
B2026-0133,54,5.89,29.97,33.34,3.58,35.62
B2026-0133,60,5.76,29.75,29.52,3.83,33.57
B2026-0133,66,5.75,29.95,26.95,3.88,33.62
B2026-0133,72,5.68,29.66,25.0,4.02,33.51
B2026-0134,0,5.49,29.31,56.47,1.58,6.18
B2026-0134,6,5.39,29.62,50.74,1.28,12.83
B2026-0134,12,5.36,29.65,50.76,1.73,19.32
B2026-0134,18,5.29,29.48,48.6,1.98,23.89
B2026-0134,24,5.23,29.59,50.78,2.26,25.26
B2026-0134,30,5.22,29.35,47.34,2.31,31.06
B2026-0134,36,5.22,29.66,47.66,2.62,30.17
B2026-0134,42,5.23,29.46,41.27,3.01,32.21
B2026-0134,48,5.18,29.53,42.35,3.31,30.54
B2026-0134,54,5.01,29.36,36.42,3.46,32.62
B2026-0134,60,5.06,29.55,40.44,3.54,32.75
B2026-0134,66,4.97,29.63,37.54,3.75,32.41
B2026-0134,72,4.93,29.41,35.92,4.04,33.77
B2026-0135,0,6.38,29.79,60.05,1.48,6.39
B2026-0135,6,6.27,29.47,54.5,1.75,13.84
B2026-0135,12,6.35,29.33,55.46,1.95,16.77
B2026-0135,18,6.28,29.74,52.13,2.3,24.24
B2026-0135,24,6.11,29.69,46.55,2.52,28.93
B2026-0135,30,6.08,29.61,46.43,2.65,29.76
B2026-0135,36,6.09,29.81,48.75,3.1,29.13
B2026-0135,42,6.16,29.93,48.14,3.21,30.87
B2026-0135,48,5.97,29.54,43.47,3.6,34.81
B2026-0135,54,5.96,29.7,41.66,3.68,34.56
B2026-0135,60,5.97,29.73,41.0,4.09,34.8
B2026-0135,66,5.86,29.84,39.21,4.23,34.56
B2026-0135,72,5.89,29.87,35.02,4.71,34.47
B2026-0136,0,6.38,30.36,32.62,1.07,5.02
B2026-0136,6,6.49,30.2,31.14,1.62,12.72
B2026-0136,12,6.38,30.43,30.3,1.75,15.51
B2026-0136,18,6.22,30.59,32.26,2.19,24.26
B2026-0136,24,6.11,30.35,30.94,2.46,28.87
B2026-0136,30,6.19,30.25,26.63,2.51,31.49
B2026-0136,36,6.18,30.45,25.27,2.8,31.74
B2026-0136,42,6.08,30.29,26.28,2.8,34.45
B2026-0136,48,5.97,30.36,23.9,3.24,30.87
B2026-0136,54,6.06,30.45,19.94,3.41,33.4
B2026-0136,60,5.96,30.81,18.31,3.68,33.08
B2026-0136,66,6.06,30.2,17.93,3.94,32.07
B2026-0136,72,5.86,30.49,13.9,4.25,37.03
B2026-0137,0,6.07,29.78,41.81,1.39,3.47
B2026-0137,6,6.03,30.05,45.38,1.7,11.06
B2026-0137,12,6.05,30.19,40.8,1.94,20.02
B2026-0137,18,5.92,29.69,39.88,2.35,25.76
B2026-0137,24,5.85,30.04,37.66,2.52,27.0
B2026-0137,30,5.86,30.03,37.07,2.93,28.01
B2026-0137,36,5.8,29.94,32.87,2.86,30.84
B2026-0137,42,5.8,29.98,32.4,3.37,34.11
B2026-0137,48,5.7,29.83,30.65,3.82,31.1
B2026-0137,54,5.73,30.18,24.52,3.92,34.36
B2026-0137,60,5.63,29.91,26.49,4.1,33.44
B2026-0137,66,5.57,29.95,28.47,4.26,31.58
B2026-0137,72,5.63,29.97,23.72,4.67,34.75
B2026-0138,0,5.25,30.31,54.94,1.33,1.0
B2026-0138,6,5.31,30.21,56.62,1.68,13.61
B2026-0138,12,5.2,30.3,51.78,1.75,18.93
B2026-0138,18,5.12,30.45,52.87,2.06,23.19
B2026-0138,24,5.12,30.23,51.08,2.42,24.74
B2026-0138,30,4.94,30.18,50.07,2.63,31.0
B2026-0138,36,5.03,30.44,49.67,3.06,29.0
B2026-0138,42,4.99,30.42,46.33,3.26,29.91
B2026-0138,48,5.06,30.12,40.21,3.41,29.17
B2026-0138,54,4.84,30.62,41.85,3.54,33.49
B2026-0138,60,4.81,30.37,39.25,4.0,32.17
B2026-0138,66,4.98,30.31,39.16,4.2,33.38
B2026-0138,72,4.74,30.12,41.22,4.43,31.24
B2026-0139,0,5.73,30.61,49.56,1.47,5.75
B2026-0139,6,5.71,30.56,47.15,1.83,12.2
B2026-0139,12,5.7,30.59,48.39,2.03,18.38
B2026-0139,18,5.77,30.56,44.53,2.25,25.13
B2026-0139,24,5.64,30.44,43.96,2.65,26.74
B2026-0139,30,5.67,30.66,43.21,3.06,29.16
B2026-0139,36,5.59,30.62,42.6,3.29,31.75
B2026-0139,42,5.63,30.39,38.67,3.43,31.44
B2026-0139,48,5.35,30.68,35.35,3.76,30.71
B2026-0139,54,5.46,30.35,33.54,4.05,32.41
B2026-0139,60,5.35,30.49,35.83,4.21,32.41
B2026-0139,66,5.34,30.55,35.57,4.46,33.73
B2026-0139,72,5.37,30.77,29.08,4.78,35.0
B2026-0140,0,6.55,29.62,48.05,1.44,2.04
B2026-0140,6,6.63,29.65,46.67,1.69,13.28
B2026-0140,12,6.48,29.85,44.05,1.8,18.78
B2026-0140,18,6.51,29.53,40.79,1.81,23.51
B2026-0140,24,6.32,29.63,39.01,2.4,25.34
B2026-0140,30,6.3,29.77,43.02,2.44,29.09
B2026-0140,36,6.41,29.87,38.91,2.63,31.49
B2026-0140,42,6.21,29.64,39.34,3.09,32.65
B2026-0140,48,6.13,29.56,33.54,3.16,30.97
B2026-0140,54,6.19,30.0,34.11,3.44,31.93
B2026-0140,60,6.07,29.55,28.37,3.67,34.47
B2026-0140,66,6.07,29.76,33.08,4.13,35.36
B2026-0140,72,6.07,29.85,31.27,3.9,36.66
B2026-0141,0,5.15,30.45,43.55,1.4,2.33
B2026-0141,6,5.12,30.61,43.11,1.67,12.3
B2026-0141,12,5.14,30.69,43.08,1.94,20.49
B2026-0141,18,5.1,30.93,41.94,2.13,22.23
B2026-0141,24,5.0,30.48,38.95,2.32,28.62
B2026-0141,30,4.89,30.28,36.07,2.56,27.26
B2026-0141,36,4.89,30.42,34.78,2.85,30.0
B2026-0141,42,4.89,30.68,36.12,3.2,32.33
B2026-0141,48,4.83,30.6,32.37,3.6,30.01
B2026-0141,54,4.79,30.58,29.96,3.59,31.51
B2026-0141,60,4.81,30.42,24.92,4.07,34.58
B2026-0141,66,4.71,30.39,26.61,4.37,31.79
B2026-0141,72,4.58,30.44,25.21,4.42,35.4
B2026-0142,0,6.09,30.31,44.05,1.16,4.01
B2026-0142,6,5.91,30.11,38.64,1.33,13.14
B2026-0142,12,5.86,30.28,38.01,1.43,18.15
B2026-0142,18,5.84,30.36,37.84,1.87,22.93
B2026-0142,24,5.84,30.55,33.35,2.15,29.31
B2026-0142,30,5.87,30.22,37.87,2.17,28.09
B2026-0142,36,5.76,30.18,31.54,2.56,29.64
B2026-0142,42,5.73,30.05,31.91,2.5,30.22
B2026-0142,48,5.69,30.42,31.14,2.92,32.65
B2026-0142,54,5.63,30.38,27.55,3.17,35.31
B2026-0142,60,5.56,30.16,26.0,3.11,33.19
B2026-0142,66,5.65,30.11,28.16,3.45,37.38
B2026-0142,72,5.49,30.24,22.11,3.63,36.44
B2026-0143,0,5.77,29.29,45.67,1.15,2.54
B2026-0143,6,5.62,29.17,47.18,1.29,13.86
B2026-0143,12,5.71,29.36,42.76,1.66,21.91
B2026-0143,18,5.59,28.89,40.79,1.63,26.62
B2026-0143,24,5.57,29.04,40.6,1.73,28.14
B2026-0143,30,5.52,29.45,41.65,2.2,28.78
B2026-0143,36,5.42,29.0,36.07,2.41,30.23
B2026-0143,42,5.5,29.16,36.64,2.37,32.45
B2026-0143,48,5.39,29.27,34.21,2.79,35.31
B2026-0143,54,5.38,29.25,35.2,3.14,34.01
B2026-0143,60,5.36,29.13,30.92,2.98,35.79
B2026-0143,66,5.22,29.25,31.72,3.44,33.44
B2026-0143,72,5.19,29.19,28.72,3.38,37.34
B2026-0144,0,6.38,30.86,43.5,1.67,1.0
B2026-0144,6,6.46,30.87,42.93,1.73,15.78
B2026-0144,12,6.36,30.9,40.21,2.11,19.35
B2026-0144,18,6.33,31.01,36.48,2.35,24.51
B2026-0144,24,6.22,31.11,37.71,2.65,28.62
B2026-0144,30,6.12,30.91,38.53,3.18,32.57
B2026-0144,36,6.18,31.08,36.12,3.41,31.27
B2026-0144,42,6.2,31.08,33.94,3.43,31.5
B2026-0144,48,6.07,30.83,28.01,3.78,32.45
B2026-0144,54,6.06,31.09,30.11,4.09,32.08
B2026-0144,60,6.07,30.99,27.28,4.39,32.79
B2026-0144,66,5.94,30.93,25.99,4.78,34.82
B2026-0144,72,6.02,31.19,28.89,5.06,35.25
B2026-0145,0,5.88,29.77,44.35,1.06,6.29
B2026-0145,6,5.8,29.72,42.32,1.6,14.68
B2026-0145,12,5.86,29.84,42.51,1.97,20.2
B2026-0145,18,5.73,29.66,40.6,1.91,21.11
B2026-0145,24,5.77,29.44,34.28,2.13,25.69
B2026-0145,30,5.65,29.18,36.04,2.38,28.19
B2026-0145,36,5.69,29.86,37.19,2.76,32.47
B2026-0145,42,5.56,29.72,36.57,2.82,30.81
B2026-0145,48,5.61,29.43,30.82,3.03,33.52
B2026-0145,54,5.55,29.8,29.57,3.23,34.24
B2026-0145,60,5.45,29.56,26.11,3.61,36.21
B2026-0145,66,5.39,29.8,28.12,3.6,32.87
B2026-0145,72,5.36,29.6,27.5,4.27,32.29
B2026-0146,0,6.26,28.71,44.09,1.36,4.0
B2026-0146,6,6.14,28.84,42.63,1.6,14.69
B2026-0146,12,6.24,28.87,42.4,1.87,19.93
B2026-0146,18,6.19,28.83,42.31,1.96,22.49
B2026-0146,24,6.17,28.97,40.48,2.55,27.59
B2026-0146,30,6.07,28.66,41.59,2.72,31.84
B2026-0146,36,6.17,28.65,34.56,2.54,32.18
B2026-0146,42,6.04,28.86,33.09,3.13,32.27
B2026-0146,48,6.01,28.88,35.29,3.38,34.62
B2026-0146,54,5.95,28.66,35.16,3.8,34.15
B2026-0146,60,5.89,29.09,27.53,4.06,33.18
B2026-0146,66,5.9,28.86,26.73,4.1,35.74
B2026-0146,72,5.78,28.75,26.37,4.5,37.06
B2026-0147,0,6.22,29.69,40.98,1.28,3.35
B2026-0147,6,6.31,29.3,36.89,1.35,14.56
B2026-0147,12,6.17,29.33,36.67,1.56,22.04
B2026-0147,18,6.17,29.1,35.45,1.82,23.61
B2026-0147,24,6.19,29.3,33.99,2.05,27.79
B2026-0147,30,6.13,29.19,35.62,2.36,30.78
B2026-0147,36,6.17,29.46,32.46,2.6,30.71
B2026-0147,42,6.04,28.94,30.93,2.86,33.23
B2026-0147,48,6.01,29.37,25.15,2.92,29.13
B2026-0147,54,5.96,29.15,24.52,3.33,32.82
B2026-0147,60,5.85,29.65,24.67,3.4,32.89
B2026-0147,66,5.88,29.24,25.76,3.75,36.99
B2026-0147,72,5.82,29.33,23.62,4.13,36.4
B2026-0148,0,6.78,29.28,45.3,1.05,5.64
B2026-0148,6,6.8,29.27,52.07,1.24,11.71
B2026-0148,12,6.68,29.12,48.34,1.52,20.0
B2026-0148,18,6.64,29.28,41.15,1.74,23.74
B2026-0148,24,6.56,29.27,43.41,2.11,25.24
B2026-0148,30,6.6,29.12,41.22,2.14,28.83
B2026-0148,36,6.54,29.34,39.77,2.41,30.35
B2026-0148,42,6.5,29.34,39.63,2.59,32.47
B2026-0148,48,6.49,29.24,35.45,2.55,30.34
B2026-0148,54,6.52,28.95,38.39,2.83,35.24
B2026-0148,60,6.24,29.25,37.33,3.21,33.39
